Number,Class,Owner,Operator,PoolCode,Livery,Depot,Formation,Name,PreservedAt,StoredAt,YearBuilt,WorksNumber
08528,08,Private Owner,Derwent Valley Light Railway,,BR Green,,,,Derwent Valley Light Railway,,1959,
08529,08,,,,,,,,,,,
08530,08,Porterbrook,Freightliner,DDIN,Freightliner green & yellow,Trafford Park,,,,,1959,
08531,08,Porterbrook,Freightliner,DDIN,"Freightliner Powerhaul green, yellow & grey",Felixstowe Central/North FLT,,,,,1959,
08532,08,,,,,,,,,,,
08533,08,,,,,,,,,,,
08534,08,,,,,,,,,,1959,
08535,08,,,,,,,,,,,
08536,08,Private Owner,,,BR Blue,,,,,Wishaw,1959,
08537,08,,,,,,,,,,,
08538,08,,,,,,,,,,,
08539,08,,,,,,,,,,,
08540,08,,,,,,,,,,,
08541,08,,,,,,,,,,,
08542,08,,,,,,,,,,,
08543,08,,,,,,,,,,,
08544,08,,,,,,,,,,,
08545,08,,,,,,,,,,,
08546,08,,,,,,,,,,,
08547,08,,,,,,,,,,,
08548,08,,,,,,,,,,,
08549,08,,,,,,,,,,,
08550,08,,,,,,,,,,,
08551,08,,,,,,,,,,,
08552,08,,,,,,,,,,,
08553,08,,,,,,,,,,,
08554,08,,,,,,,,,,,
08555,08,,,,,,,,,,,
08556,08,Private Owner,North Yorkshire Moors Railway,MBDL,BR Green,,,,North Yorkshire Moors Railway,,1959,
08557,08,,,,,,,,,,,
08558,08,,,,,,,,,,,
08559,08,,,,,,,,,,,
08560,08,,,,,,,,,,,
08561,08,,,,,,,,,,,
08562,08,,,,,,,,,,,
08563,08,,,,,,,,,,,
08564,08,,,,,,,,,,,
08565,08,,,,,,,,,,,
08566,08,,,,,,,,,,,
08567,08,Arlington Fleet Services Ltd,Arlington Fleet Services,MBDL,EWS red & yellow,,,,,Eastleigh Works (ZG),1959,
08568,08,Railway Support Services,Railway Support Services,MBDL,"White, grey & red",,,St. Rollox,,Wishaw,1959,
08569,08,,,,,,,,,,,
08570,08,,,,,,,,,,,
08571,08,Wabtec Rail Ltd,Wabtec Rail,HBSH,Black with Wabtec logos,,,,,,1959,
08572,08,,,,,,,,,,,
08573,08,RMS Locotec,RMS Locotec (BARS),RMSX,Black,,,,,,1959,
08574,08,,,,,,,,,,,
08575,08,,Freightliner,DHLT,Freightliner green & yellow,,,,,Burton-on-Trent - Nemesis Rail (BO),1959,
08576,08,,,,,,,,,,,
08577,08,,,,,,,,,,,
08578,08,HNRail,Harry Needle Railroad Company,HNRS,EWS red & yellow,,,,,Long Marston (LM),1959,
08579,08,,,,,,,,,,,
08580,08,Railway Support Services,Railway Support Services,MBDL,Dark grey with red solebar and RSS logo,,,,,,1959,
08581,08,,,,,,,,,,,
08582,08,,,,,,,,,,,
08583,08,,,,,,,,,,1959,
08584,08,,,,,,,,,,,
08585,08,Porterbrook,Freightliner,DDIN,"Freightliner Powerhaul green, yellow & grey",Southampton Maritime FLT,,Vicky,,,1959,
08586,08,,,,,,,,,,,
08587,08,,,,,,,,,,,
08588,08,RMS Locotec,RMS Locotec (BARS),RMSX,Black,,,,,,1959,
08589,08,,,,,,,,,,,
08590,08,Private Owner,The Midland Railway - Butterley,,BR Blue,,,Red Lion,Midland Railway-Butterley,,1959,
08591,08,,,,,,,,,,,
08593,08,Railway Support Services,Railway Support Services,MBDL,EWS red & yellow,,,,,Wishaw,1959,
08594,08,,,,,,,,,,,
08595,08,,,,,,,,,,,
08596,08,Wabtec Rail Ltd,Wabtec Rail,HBSH,Black with Wabtec logos,,,,,,1959,
08597,08,,,,,,,,,,,
08598,08,A V Dawson Ltd,A V Dawson,,Yellow with Potter logos,,,,,,1959,
08599,08,,,,,,,,,,1959,Derby Works 1959
08600,08,A V Dawson Ltd,A V Dawson,,Red,,,,,,1959,
08601,08,,,,,,,,,,,
08602,08,HNRail,Harry Needle Railroad Company,,Bombardier blue,,,,,,1959,
08603,08,,,,,,,,,,,
08604,08,,Didcot Railway Centre,,BR Blue,,,Phantom,DRC,,1959,
08605,08,Riviera Trains,Riviera Trains,RTSO,DBS red with grey solebar,Knottingley TMD (KY),,WIGAN 2,,,1959,
08606,08,,,,,,,,,,,
08607,08,,,,,,,,,,,
08608,08,,,,,,,,,,,
08609,08,,,,,,,,,,,
08610,08,,,,,,,,,,,
08611,08,,Alstom,ATLO,BR Blue,,,,,,1959,
08612,08,,,,,,,,,,,
08613,08,RMS Locotec,RMS Locotec (BARS),,RMS Locotec blue & grey,,,,Wolsingham,,1959,
08614,08,,,,,,,,,,,
08615,08,Wabtec Rail Ltd,Hunslet Engine Company,RFSH,HEC Blue & orange,,,UNCLE DAI,,,1959,
3783,08,,West Midlands Railway (WMT),EJLO,"LM green, black & white",,,TYSELEY 100,,,1959,
08617,08,,Alstom,ATLO,BR black,,,Steve Purser,,,1959,
08618,08,,,,,,,,,,,
08619,08,,,,,,,,,,,
08621,08,,,,,,,,,,,
08622,08,RMS Locotec,Hanson Heidelburg Cement,,RMS Locotec blue & grey,,,,,,1959,
08623,08,,Harry Needle Railroad Company,,DBS red & grey,,,,,,1959,
08624,08,Porterbrook,Freightliner,DDIN,"Freightliner Powerhaul green, yellow & grey",,,Rambo - Paul Ramsey,,"LH Group, Barton-under-Needwood",1959,
08625,08,,,,,,,,,,,
08626,08,,,,,,,,,,,
08627,08,,,,,,,,,,1959,
08628,08,,,,,,,,,,1959,
08629,08,,Meteor Power,RCZN,"Green, white & blue",,,Wolverton,Chinnor & Princes Risborough Railway,,1959,
08630,08,HNRail,Harry Needle Railroad Company,HNRL,Celsa black with red cab & solebar,,,,,,1959,
08631,08,Locomotive Services Limited,Locomotive Services Ltd,,BR Blue,,,,,Weardale Railway,1959,
08632,08,Railway Support Services,Railway Support Services,MBDL,"Loram red, white & grey",,,,,,,
D3800,08,,Churnet Valley Railway,,BR Green,,,,Churnet Valley Railway,,1959,
08634,08,,,,,,,,,,,
08635,08,,Severn Valley Railway,,BR Blue,,,,SVR,,1959,
08636,08,,,,,,,,,,,
08637,08,,,,,,,,,,,
08638,08,,,,,,,,,,,
08639,08,,,,,,,,,,,
08640,08,,,,,,,,,,,
08641,08,Great Western Railway,Great Western Railway,EFSH,BR blue with yellow cab,,,Pride of Laira,,,1959,
08642,08,,,,,,,,,,,
08643,08,Mendip Rail Ltd,Aggregate Industries,MBDL,Green,,,,,,1959,
08644,08,Great Western Railway,Great Western Railway,EFSH,BR Blue,,,Laira Diesel Depot 50 years 1962 - 2012,,,1959,
08645,08,Great Western Railway,Great Western Railway,EFSH,Cornish Flag,,,St. Piran,,,1959,
08646,08,,,,,,,,,,,
08647,08,,,,,,,,,,,
08648,08,RMS Locotec,RMS Locotec (BARS),RMSX,Black with RMS Locotec branding,,,,,,1959,
08649,08,,Meteor Power,RCZN,"Green, white & blue",,,Bradwell,"Private Site - Silverstone, Northamptonshire",,1959,
08650,08,Mendip Rail Ltd,Aggregate Industries,,Blue with Mendip Rail logos,,,,,,1959,
08651,08,,,,,,,,,,,
08652,08,Railway Support Services,Railway Support Services,,Blue,,,,,Wishaw,1959,
08653,08,HNRail,Harry Needle Railroad Company,HNRS,EWS red & yellow,,,,,Long Marston (LM),1959,
08654,08,,,,,,,,,,,
08655,08,,,,,,,,,,,
08656,08,,,,,,,,,,,
08657,08,,,,,,,,,,,
08658,08,,,,,,,,,,,
08659,08,,,,,,,,,,,
08660,08,,,,,,,,,,,
08661,08,,,,,,,,,,,
08662,08,,,,,,,,,,,
08663,08,Avon Valley Railway Company Ltd,Railway Support Services,,BR Blue,,,,,,1959,
08664,08,,,,,,,,,,,
08665,08,,,,,,,,,,,
08666,08,,,,,,,,,,,
08667,08,,,,,,,,,,,
08668,08,,,,,,,,,,1960,
08669,08,Wabtec Rail Ltd,Wabtec Rail,RFSH,Black with Wabtec logos,,,Bob Machin,,,1960,
08670,08,Railway Support Services,Railway Support Services,MBDL,Dark grey with red solebar and RSS logo,,,,,,1960,
08671,08,,,,,,,,,,,
08672,08,,,,,,,,,,,
08673,08,,,,,,,,,,1960,
08674,08,,,,,,,,,,,
08675,08,,,,,,,,,,,
08676,08,,Harry Needle Railroad Company,HNRL,EWS red & yellow,,,Dave 2,East Kent Railway,,1959,
08677,08,,,,,,,,,,,
555,08,,West Coast Railways (WCR),AWCX,WCR Maroon,,,,,,1959,
08679,08,,,,,,,,,,,
08680,08,,,,,,,,,,,
08681,08,,,,,,,,,,,
08682,08,HNRail,Harry Needle Railroad Company,KDSD,Multicolured,,,,,,1959,
08683,08,Railway Support Services,Railway Support Services,MBDL,Dark grey with red solebar and RSS logo,,,,,,1959,
08684,08,,,,,,,,,,,
08685,08,,Harry Needle Railroad Company,HNRS,EWS red & yellow,,,,East Kent Railway,,1959,
08686,08,,,,,,,,,,,
08688,08,,,,,,,,,,1959,
08689,08,,,,,,,,,,1959,
08690,08,,East Midlands Railway,EMSL,"EMT white, blue, red & orange",,,David Thirkill,,,1959,
08691,08,Porterbrook,Freightliner,DDIN,Freightliner green & yellow,Crewe Basford Hall,,Terri,,,1959,
08692,08,,,,,,,,,,,
08693,08,,,,,,,,,,,
08694,08,English Electric Preservation,Great Central Railway (Nottingham),,EWS red & yellow,,,,Great Central Railway (Nottingham),,1959,
08695,08,,,,,,,,,,,
08696,08,,Alstom,ATLO,BR Blue,,,,,,1959,
08697,08,,,EMSL,,,,,,,,
08698,08,,,,,,,,,,,
08699,08,,,MBDL,,,,,,,,
08700,08,,Harry Needle Railroad Company,,BR blue,,,,,,1960,
08701,08,,Harry Needle Railroad Company,HNRS,Parcels grey & red,,,,,Long Marston (LM),1960,
08702,08,,,,,,,,,,,
08703,08,Railway Support Services,Railway Support Services,MBDL,EWS red & yellow with RSS logos,,,,,Chasewater Railway,1960,
08704,08,Riviera Trains,Riviera Trains,RTSO,Riviera Blue,,,Katie,Knottingley TMD (KY),,1960,
08705,08,,,,,,,,,,,
08706,08,HNRail,Harry Needle Railroad Company,,EWS red & yellow,,,,,Wishaw,1960,
08707,08,,,,,,,,,,,
08708,08,,,,,,,,,,,
08709,08,Railway Support Services,Railway Support Services,MBDL,EWS red & yellow,,,,,Wishaw,1960,
08710,08,,,,,,,,,,,
08711,08,HNRail,Harry Needle Railroad Company,HNRS,Parcels grey & red,,,,,Burton-on-Trent - Nemesis Rail (BO),1960,
08712,08,,,,,,,,,,,
08713,08,,,,,,,,,,,
08714,08,,Harry Needle Railroad Company,MBDL,EWS red & yellow,,,,,"LaFarge Cement, Hope",1960,
08715,08,,,,,,,,,,,
08716,08,,,,,,,,,,,
08718,08,,,,,,,,,,,
08719,08,,,,,,,,,,1960,
08720,08,,,,,,,,,,,
08721,08,Alstom,Alstom,ATLO,BR Blue,,,,,,1960,
08722,08,,,,,,,,,,,
08723,08,,,,,,,,,,,
08724,08,Wabtec Rail Ltd,Wabtec Rail,HBSH,Black with Wabtec logos,,,,,,1960,
08725,08,,,,,,,,,,1960,
08726,08,,,,,,,,,,,
08727,08,,,,,,,,,,,
08728,08,,,,,,,,,,,
08729,08,,,,,,,,,,,
08730,08,Railway Support Services,Railway Support Services,RCZH,Blue,,,,,,1960,
08731,08,,,,,,,,,,,
08733,08,,,,,,,,,,,
08734,08,,,,,,,,,,1960,
08735,08,Arriva UK,Arriva TrainCare (ex LNWR),,Arriva TrainCare turquoise & blue,,,Geoff Hobbs 42,,,1960,
08736,08,,,,,,,,,,,
D3905,08,Locomotive Services Limited,Locomotive Services Ltd,,BR Green,,,,,,1960,
08738,08,Railway Support Services,Railway Support Services,MBDL,Dark grey with red solebar and RSS logo,,,,,,1960,
08739,08,,,,,,,,,,,
08740,08,,,,,,,,,,,
08741,08,,,,,,,,,,,
08742,08,HNRail,Harry Needle Railroad Company,HNRL,Parcels grey & red,,,,,Barrow Hill (BH),1960,
08743,08,,SembCorp,MBDL,Light blue with red solebar,,,Bryan Turner,,,1960,
08744,08,,,,,,,,,,,
08745,08,,,,,,,,,,,
08746,08,,,,,,,,,,1960 at Crewe,
08747,08,,,,,,,,,,,
08748,08,,,,,,,,,,,
08750,08,,,,,,,,,,,
08751,08,,,,,,,,,,,
08752,08,Railway Support Services,Railway Support Services,MBDL,Black and Grey with Gemini Rail Services logos,,,,,,1960,
08753,08,,,,,,,,,,,
08754,08,RMS Locotec,RMS Locotec (BARS),RMSX,RMS Locotec blue & grey,,,,,,1961,
08755,08,,,,,,,,,,,
08756,08,RMS Locotec,RMS Locotec (BARS),RMSX,Departmental Grey,,,,Weardale Railway,,1961,
08757,08,Telford Steam Railway,Telford Steam Railway,,Parcels grey & red,,,EAGLE C.U.R.C.,Telford Steam Railway,,1961,
08758,08,,,,,,,,,,,
08760,08,,,,,,,,,,,
08761,08,,,,,,,,,,,
08762,08,RMS Locotec,RMS Locotec (BARS),RMSX,RMS blue & grey,,,,,,1961,
08763,08,,,,,,,,,,,
08764,08,Alstom,Alstom,ATZZ,BR Blue,,,,,,1961,
08765,08,,Harry Needle Railroad Company,HNRS,HNR orange,,,,Barrow Hill (BH),,1961,
D3935,08,Midland & Great Northern Joint Railway Society,North Norfolk Railway,,BR Green,,,,North Norfolk Railway,,1961,
08768,08,,,,,,,,,,,
D3937,08,,Dean Forest Railway,,Green,,,Gladys,DFR,,1960,
08770,08,,,,,,,,,,,
08771,08,,,,,,,,,,,
08772,08,Private Owner,North Norfolk Railway,,BR Green,,,,North Norfolk Railway,,1960,
D3941,08,,Embsay and Bolton Abbey Steam Railway,,BR Green,,,,Embsay & Bolton Abbey Railway,,1960,
08774,08,A V Dawson Ltd,A V Dawson,,Red,,,Arthur Vernon Dawson,,,1960,
08775,08,,,,,,,,,,,
08776,08,,,,,,,,,,,
08777,08,,,,,,,,,,,
08778,08,,,,,,,,,,,
08779,08,,,,,,,,,,,
08780,08,Locomotive Services Limited,Locomotive Services Ltd,LSLO,BR Green,,,Zippy,,,1960,
08782,08,HNRail,Harry Needle Railroad Company,HNRL,Silver,,,,,Barrow Hill (BH),1960,
08783,08,,EMR,,EWS red & yellow,,,,,,1960,
08784,08,English Electric Preservation,Railway Support Services,MBDL,BR Departmental Grey,,,,,,1960,
08785,08,Porterbrook,Freightliner,DDIN,Freightliner green & yellow,,,,,,1960,
08786,08,,Harry Needle Railroad Company,HNRS,Departmental Grey,,,,Barrow Hill (BH),,1960,
08787,08,,,,,,,,,,,
08788,08,RMS Locotec,RMS Locotec (BARS),RMSX,RMS Locotec blue & grey,,,,,,1960,
08789,08,,,,,,,,,,,
08790,08,Alstom,Alstom,ATLO,BR blue,,,,,,1960,
08791,08,,,,,,,,,,,
08792,08,,,,,,,,,,,
08793,08,,,,,,,,,,,
08794,08,,,,,,,,,,,
08795,08,Llanelli & Mynydd Mawr Railway,Llanelli & Mynydd Mawr Railway,,Black with red logos,,,,Llanelli & Mynydd Mawr Railway at Cynheidre.,,1960,
08796,08,,,,,,,,,,,
08797,08,,,,,,,,,,,
08798,08,HNRail,Harry Needle Railroad Company,,EWS red & yellow,,,,,Barrow Hill (BH),1960,
08799,08,HNRail,Harry Needle Railroad Company,,EWS red & yellow,,,,East Kent Railway,,1960,
08800,08,,,,,,,,,,,
08801,08,,,,,,,,,,,
08802,08,,Harry Needle Railroad Company,HNRS,EWS red & yellow,,,,,Wishaw,1960,
08803,08,,,,,,,,,,,
08804,08,HNRail,Harry Needle Railroad Company,,EWS red & yellow,,,,East Kent Railway,,1960,
08805,08,West Midlands Trains,West Midlands Railway (WMT),EJLO,Railfreight grey with yellow cabs and red solebar,,,Robin Jones - 40 Years Service / British Rail Old School 1948-1997,,,1960,
08806,08,,,,,,,,,,,
08807,08,,,,,,,,,,,
08808,08,,,,,,,,,,,
08809,08,RMS Locotec,RMS Locotec (BARS),RMSX,RMS Locotec blue & grey,,,,,,1960,
08810,08,,Arriva TrainCare (ex LNWR),MBDL,LNWR silver & red,,,Richard J. Wenham Eastleigh Depot December 1939 - July 1999,,,1960,
08811,08,,,,,,,,,,,
08812,08,,,,,,,,,,,
08813,08,,,,,,,,,,,
08814,08,,,,,,,,,,,
08815,08,,,,,,,,,,,
08816,08,,,,,,,,,,,
08817,08,,,,,,,,,,,
08818,08,HNRail,Harry Needle Railroad Company,HNRL,GBRf blue & yellow / HNRail logo,,,Molly,,,1960,
08819,08,,,,,,,,,,,
08820,08,,,,,,,,,,,
08821,08,,,,,,,,,,,
08822,08,,Great Western Railway,EFSH,Intercity,,,Dave Mills,,,1960,
08823,08,Hunslet,Hunslet Engine Company,KDSD,HEC Blue & orange,,,KEVLA,,,1960,
08824,08,,Harry Needle Railroad Company,HNRL,Black,,,IEMD01,,Barrow Hill (BH),1960,
97808,08,,Chinnor & Princes Risborough Railway,,Network SouthEast,,,,Chinnor & Princes Risborough Railway,,1960,
08826,08,,,,,,,,,,,
08827,08,,,,,,,,,,1960,
08828,08,,,,,,,,,,,
08829,08,,,,,,,,,,,
08830,08,,Peak Rail,MBDL,Blue,,,,Peak Rail,,1960,
08831,08,,,,,,,,,,,
08834,08,,Harry Needle Railroad Company,HNRL,HNRail Orange & black,,,,,,1960,
08836,08,Great Western Railway,Great Western Railway,EFSH,GWR Green,Laira T&RSMD (LA),,,,,1960,
08837,08,,,,,,,,,,,
08838,08,,,,,,,,,,,
08839,08,,,,,,,,,,,
08840,08,,,,,,,,,,,
08841,08,,,,,,,,,,,
08842,08,,,,,,,,,,,
08843,08,,,,,,,,,,,
08844,08,,,,,,,,,,,
08846,08,Railway Support Services,Railway Support Services,,Blue,,,,,,1961,
08847,08,RMS Locotec,RMS Locotec (BARS),RMSX,Silver with blue solebar,,,,,,1961,
08848,08,,,,,,,,,,,
08849,08,,,,,,,,,,,
08850,08,,North Yorkshire Moors Railway,MBDL,BR Blue,,,,NYMR,,1961,
08851,08,,,,,,,,,,,
08852,08,,,,,,,,,,,
08853,08,Wabtec Rail Ltd,Wabtec Rail,RFSH,Black with Wabtec logos,,,,,,1960,
08854,08,,,,,,,,,,,
08855,08,,,,,,,,,,,
08856,08,,,,,,,,,,1961,
08857,08,,,,,,,,,,,
08858,08,,,,,,,,,,,
08859,08,,,,,,,,,,,
08860,08,,,,,,,,,,,
08861,08,,,,,,,,,,,
08862,08,,,,,,,,,,,
08863,08,,,,,,,,,,,
08864,08,,,,,,,,,,,
08865,08,HNRail,Harry Needle Railroad Company,HNRL,EWS red & yellow,,,Gilly,,,1960,
08866,08,,,,,,,,,,,
08867,08,,,,,,,,,,,
08868,08,,Arriva TrainCare (ex LNWR),MBDL,Arriva TrainCare turquoise & blue,,,,,,1960,
08869,08,,,,,,,,,,1960,
08870,08,Eastern Rail Services,Eastern Rail Services,ERSL,White with Castle Cement logo,,,Herman,,,1960,
08871,08,RMS Locotec,RMS Locotec (BARS),RMSX,RMS Locotec blue & grey,,,,,,1960,
08872,08,EMR,EMR,,EWS red & yellow,,,,,,1960,
08873,08,Hunslet,Hunslet Engine Company,RFSH,Black & red,,,,,"LH Group, Barton-under-Needwood",1960,
08874,08,RMS Locotec,RMS Locotec (BARS),RMSX,"Purple, white & green",,,,,,1960,
08875,08,,,,,,,,,,,
08876,08,,,,,,,,,,,
08877,08,HNRail,Harry Needle Railroad Company,HNRS,Departmental grey,,,,,,1960,
08878,08,,,,,,,,,,,
08879,08,HNRail,Harry Needle Railroad Company,,EWS red & yellow,,,,Wishaw,,1960,
08880,08,,,,,,,,,,,
D4095,08,,Somerset & Dorset Railway Heritage Trust - Midsomer Norton,TTLS,Green,,,,Midsomer Norton,,1961,
08882,08,,,,,,,,,,,
08883,08,,,,,,,,,,,
08884,08,,,,,,,,,,,
08885,08,RMS Locotec,Weardale Railway,,Blue,,,,,Weardale Railway,1962,
08886,08,,Railway Support Services,,,,,,,,,
08887,08,Alstom,Alstom,ATZZ,BR Blue,,,,,,1962,
D4118,08,Private Owner,Kent & East Sussex Railway,,BR Green,,,,Kent & East Sussex Railway,,1962,
08889,08,,,,,,,,,,,
08890,08,,,,,,,,,,,
08891,08,Porterbrook,Freightliner,DHLT,Freightliner green & yellow,,,,,"LH Group, Barton-under-Needwood",1962,
08892,08,,Harry Needle Railroad Company,HNRL,Dark Blue,,,,,,1962,
08893,08,,,,,,,,,,,
08894,08,,,,,,,,,,,
08895,08,,,,,,,,,,,
08896,08,Severn Valley Railway plc,Severn Valley Railway,TTLS,EWS red & gold,,,,Severn Valley Railway,,1962,
08897,08,,,,,,,,,,,
08898,08,,,,,,,,,,,
08899,08,East Midlands Railway,East Midlands Railway,EMSL,Maroon,,,Midland Counties Railway 175 1839 - 2014,,,1962,
08900,08,,,,,,,,,,,
08901,08,,,,,,,,,,,
08902,08,,,,,,,,,,,
08903,08,SembCorp,SembCorp,MBDL,Light blue with red solebar,,,,,,1962,
08904,08,HNRail,Harry Needle Railroad Company,HNRL,EWS red & yellow,,,,,,1962,
08905,08,,Harry Needle Railroad Company,HNRS,EWS red & yellow,,,,,"LaFarge Cement, Hope",1962,
08906,08,,,,,,,,,,,
D4137,08,Great Central Railway,Great Central Railway,,BR Green,,,,Great Central Railway,,1962,
08908,08,,East Midlands Railway,EMSL,"EMT white, blue, red & orange",,,,,,1962,
08909,08,,,,,,,,,,,
08910,08,,,,,,,,,,,
08911,08,,Locomotion (NRM Shildon),MBDL,Blue,,,Matey,"Locomotion, Shildon",,1962,
08912,08,A V Dawson Ltd,A V Dawson,,BR blue with red solebar,,,,,"AV Dawson, Middlesborough",1962,
08913,08,Hunslet,,,,,,,,,,
08914,08,,,,,,,,,,,
08915,08,,North Tyneside Railway / Stephenson Railway Museum,TTLS,BR blue,,,,Stephenson Railway Museum,,1962,
08916,08,,,,,,,,,,,
08917,08,,,,,,,,,,,
08918,08,HNRail,Harry Needle Railroad Company,HNRS,Departmental grey,,,,,Burton-on-Trent - Nemesis Rail (BO),1962,
08919,08,,,,,,,,,,,
08920,08,,,,,,,,,,,
08921,08,Railway Support Services,Railway Support Services,,EWS red & yellow,,,Pongo,,Wishaw,1962,
08922,08,English Electric Preservation,Railway Support Services,MBDL,Departmental grey,,,,,,1962,
08923,08,,,,,,,,,,,
08924,08,HNRail,Harry Needle Railroad Company,HNRS,GBRf blue & yellow / HNRail logo,,,CELSA 2,,,1962,
08925,08,GBRf,GB Railfreight (GBRf),GBWM,Green,,,,,,1962,
08926,08,,,,,,,,,,,
D4157,08,Railway Support Services,Railway Support Services,MBDL,BR Green,,,,,,1962,
08928,08,,,,,,,,,,,
08929,08,,,,,,,,,,,
08930,08,,,,,,,,,,,
08931,08,,,,,,,,,,,
08932,08,,,,,,,,,,,
08933,08,Mendip Rail Ltd,Aggregate Industries,,Blue with Mendip Rail logos,,,,,,1962,
08934,08,GBRf,GB Railfreight (GBRf),GBWM,Green,Whitemoor Yard,,,,,1962,
08935,08,,,,,,,,,,,
08936,08,RMS Locotec,RMS Locotec (BARS),RMSX,Dark blue,,,,,Weardale Railway,1962,
D4167,08,Aggregate Industries,Dartmoor Railway,,BR Green,,,,Dartmoor Railway,,1962,
08938,08,,,,,,,,,,,
08939,08,Railway Support Services,Railway Support Services,MBDL,ECR white,Wigan Springs Branch TMD (SP),,,,,1962,
08940,08,,,,,,,,,,,
08941,08,,,,,,,,,,,
08942,08,,,,,,,,,,,
08943,08,HNRail,Harry Needle Railroad Company,HNRL,HNRC orange and grey,,,,,Barrow Hill (BH),1962,
08944,08,,Harry Needle Railroad Company,,Black,,,,ELR,,1962,
08945,08,,,,,,,,,,1962,
08946,08,,,,,,,,,,,
08947,08,Mendip Rail Ltd,Hanson Aggregates,,Blue with Mendip Rail logos,,,,,,1962,
08948,08,Eurostar,Eurostar,GPSS,Two-tone grey,,,,,Temple Mills Eurostar Depot (TI),1962,
08949,08,,,,,,,,,,,
08950,08,Maintrain Ltd,East Midlands Railway,EMSL,"EMT white, blue, red & orange",,,David Lightfoot,,,1962,
08951,08,,,,,,,,,,,
08952,08,,,,,,,,,,,
08953,08,,,,,,,,,,1962,
08954,08,Alstom,Alstom,HNRL,BR Blue,,,,,,1962,
08955,08,,,,,,,,,,,
08956,08,,Network Rail,CDJD,Blue with Serco Railtest logos,,,,,,1962,
08957,08,,,,,,,,,,,
08958,08,,,,,,,,,,,
08991,08,,,,,,,,,,,
08992,08,,,,,,,,,,1956,
08993,08,,Keighley & Worth Valley Railway,,EWS red & yellow,,,Ashburnham,KWVR,,1962,
08994,08,,Harry Needle Railroad Company,HNRS,EWS red & yellow,,,,,Burton-on-Trent - Nemesis Rail (BO),1962,
08995,08,Gwendraeth Valley Railway,Gwendraeth Valley Railway,,EWS red & yellow,,,,Gwendraeth Valley Railway,,1962,
D3045,08,,,,,,,,,,,
D3183,08,,,,,,,,,,,
D3193,08,,,,,,,,,,,
D3697,08,,,,,,,,,,,
D3698,08,,,,,,,,,,,
D3885,08,,,,,,,,,,,
D4187,08,,,,,,,,,,,
D4188,08,,,,,,,,,,,
D4189,08,,,,,,,,,,,
D4190,08,,,,,,,,,,,
90001,90,,Locomotive Services Ltd,LSLO,Intercity Swallow,Crewe TMD (CD),,Royal Scot,,,1988,
90002,90,,Locomotive Services Ltd,LSLO,Intercity Swallow,Crewe TMD (CD),,Wolf of Badenoch,,,1988,
90003,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,,,,1988,
90004,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,City of Chelmsford,,,1988,
90005,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,Vice-Admiral Lord Nelson,,,1988,
90006,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,Roger Ford/Modern Railways Magazine,,,1988,
90007,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,Sir John Betjeman,,,1988,
90008,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,The East Anglian,,,1988,
90009,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,,,,1988,
90010,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,,,,1988,
90011,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,East Anglian Daily Times Suffolk and Proud,,,1988,
90012,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,Royal Anglian Regiment,,,1988,
90013,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,,,,1988,
90014,90,,Freightliner,DFLC,G&W Freightliner Orange With Black Stripes,Freightliner (Electric) (FE),,Over The Rainbow,,,1988,
90015,90,,Freightliner,DFLC,Debranded AGA white & grey,Freightliner (Electric) (FE),,Colchester Castle,,,1988,
90016,90,,Freightliner,DFLC,Freightliner green & yellow,Freightliner (Electric) (FE),,,,,1988,
90017,90,,DB Cargo UK (DBC),WQBA,EWS red & yellow,,,,,Crewe IEMD (CE),1988,
90018,90,,DB Cargo UK (DBC),WQAB,DBS red & grey,,,The Pride of Belshill,,Crewe IEMD (CE),1988,
90019,90,,DB Cargo UK (DBC),WEDC,DB red & grey,Crewe IEMD (CE),,Multimodal,,,1989,
90020,90,,DB Cargo UK (DBC),WEDC,Debranded Grand Central black & orange,Crewe IEMD (CE),,,,,1989,
90021,90,,DB Cargo UK (DBC),WQAA,First ScotRail blue & pink,,,,,Crewe IEMD (CE),1989,
90022,90,,DB Cargo UK (DBC),WQBA,Railfreight Distribution revised with EWS logo,,,Freightconnection,,Crewe IEMD (CE),1989,
90023,90,,DB Cargo UK (DBC),WQBA,EWS red & yellow,,,,,Crewe IEMD (CE),1989,
90024,90,,DB Cargo UK (DBC),WEAC,Malcolm Rail,Crewe IEMD (CE),,,,,1989,
90025,90,,DB Cargo UK (DBC),WQBA,Railfreight Distribution,,,,,Crewe IEMD (CE),1989,
